state_name,state_cd,fips,first_tmsis_submission,year,data_source
"Pennsylvania
CHIP",P1,97,2014-01-01,2015,N/A
"Pennsylvania
CHIP",P1,97,2014-01-01,2016,N/A
"Pennsylvania
CHIP",P1,97,2014-01-01,2017,TAF
"Pennsylvania
CHIP",P1,97,2014-01-01,2018,TAF
"Pennsylvania
CHIP",P1,97,2014-01-01,2019,TAF
"Pennsylvania
CHIP",P1,97,2014-01-01,2020,TAF
"Pennsylvania
CHIP",P1,97,2014-01-01,2021,TAF
"Pennsylvania
CHIP",P1,97,2014-01-01,2022,TAF
"Pennsylvania
CHIP",P1,97,2014-01-01,2023,TAF
Pennsylvania,PA,42,2015-10-01,2010,MAX
Pennsylvania,PA,42,2015-10-01,2011,MAX
Pennsylvania,PA,42,2015-10-01,2012,MAX
Pennsylvania,PA,42,2015-10-01,2013,MAX
Pennsylvania,PA,42,2015-10-01,2014,MAX
Pennsylvania,PA,42,2015-10-01,2015,MAX-T
Pennsylvania,PA,42,2015-10-01,2016,TAF
Pennsylvania,PA,42,2015-10-01,2017,TAF
Pennsylvania,PA,42,2015-10-01,2018,TAF
Pennsylvania,PA,42,2015-10-01,2019,TAF
Pennsylvania,PA,42,2015-10-01,2020,TAF
Pennsylvania,PA,42,2015-10-01,2021,TAF
Pennsylvania,PA,42,2015-10-01,2022,TAF
Pennsylvania,PA,42,2015-10-01,2023,TAF
Puerto Rico,PR,72,2015-01-01,2010,N/A
Puerto Rico,PR,72,2015-01-01,2011,N/A
Puerto Rico,PR,72,2015-01-01,2012,N/A
Puerto Rico,PR,72,2015-01-01,2013,N/A
Puerto Rico,PR,72,2015-01-01,2014,N/A
Puerto Rico,PR,72,2015-01-01,2015,TAF
Puerto Rico,PR,72,2015-01-01,2016,TAF
Puerto Rico,PR,72,2015-01-01,2017,TAF
Puerto Rico,PR,72,2015-01-01,2018,TAF
Puerto Rico,PR,72,2015-01-01,2019,TAF
Puerto Rico,PR,72,2015-01-01,2020,TAF
Puerto Rico,PR,72,2015-01-01,2021,TAF
Puerto Rico,PR,72,2015-01-01,2022,TAF
Puerto Rico,PR,72,2015-01-01,2023,TAF
Rhode Island,RI,44,2012-10-01,2010,MAX
Rhode Island,RI,44,2012-10-01,2011,MAX
Rhode Island,RI,44,2012-10-01,2012,MAX-T
Rhode Island,RI,44,2012-10-01,2013,MAX-T
Rhode Island,RI,44,2012-10-01,2014,TAF
Rhode Island,RI,44,2012-10-01,2015,TAF
Rhode Island,RI,44,2012-10-01,2016,TAF
Rhode Island,RI,44,2012-10-01,2017,TAF
Rhode Island,RI,44,2012-10-01,2018,TAF
Rhode Island,RI,44,2012-10-01,2019,TAF
Rhode Island,RI,44,2012-10-01,2020,TAF
Rhode Island,RI,44,2012-10-01,2021,TAF
Rhode Island,RI,44,2012-10-01,2022,TAF
Rhode Island,RI,44,2012-10-01,2023,TAF
South Carolina,SC,45,2014-07-01,2010,MAX
South Carolina,SC,45,2014-07-01,2011,MAX
South Carolina,SC,45,2014-07-01,2012,MAX
South Carolina,SC,45,2014-07-01,2013,MAX-T
South Carolina,SC,45,2014-07-01,2014,MAX-T
South Carolina,SC,45,2014-07-01,2015,TAF
South Carolina,SC,45,2014-07-01,2016,TAF
South Carolina,SC,45,2014-07-01,2017,TAF
South Carolina,SC,45,2014-07-01,2018,TAF
South Carolina,SC,45,2014-07-01,2019,TAF
South Carolina,SC,45,2014-07-01,2020,TAF
South Carolina,SC,45,2014-07-01,2021,TAF
South Carolina,SC,45,2014-07-01,2022,TAF
South Carolina,SC,45,2014-07-01,2023,TAF
South Dakota,SD,46,2015-10-01,2010,MAX
South Dakota,SD,46,2015-10-01,2011,MAX
South Dakota,SD,46,2015-10-01,2012,MAX
South Dakota,SD,46,2015-10-01,2013,MAX
South Dakota,SD,46,2015-10-01,2014,MAX
South Dakota,SD,46,2015-10-01,2015,MAX-T
South Dakota,SD,46,2015-10-01,2016,TAF
South Dakota,SD,46,2015-10-01,2017,TAF
South Dakota,SD,46,2015-10-01,2018,TAF
South Dakota,SD,46,2015-10-01,2019,TAF
South Dakota,SD,46,2015-10-01,2020,TAF
South Dakota,SD,46,2015-10-01,2021,TAF
South Dakota,SD,46,2015-10-01,2022,TAF
South Dakota,SD,46,2015-10-01,2023,TAF
Tennessee,TN,47,2015-10-01,2010,MAX
Tennessee,TN,47,2015-10-01,2011,MAX
Tennessee,TN,47,2015-10-01,2012,MAX
Tennessee,TN,47,2015-10-01,2013,MAX
Tennessee,TN,47,2015-10-01,2014,MAX
Tennessee,TN,47,2015-10-01,2015,MAX-T
Tennessee,TN,47,2015-10-01,2016,TAF
Tennessee,TN,47,2015-10-01,2017,TAF
Tennessee,TN,47,2015-10-01,2018,TAF
Tennessee,TN,47,2015-10-01,2019,TAF
Tennessee,TN,47,2015-10-01,2020,TAF
Tennessee,TN,47,2015-10-01,2021,TAF
Tennessee,TN,47,2015-10-01,2022,TAF
Tennessee,TN,47,2015-10-01,2023,TAF
Texas,TX,48,2014-07-01,2010,MAX
Texas,TX,48,2014-07-01,2011,MAX
Texas,TX,48,2014-07-01,2012,MAX
Texas,TX,48,2014-07-01,2013,MAX-T
Texas,TX,48,2014-07-01,2014,MAX-T
Texas,TX,48,2014-07-01,2015,TAF
Texas,TX,48,2014-07-01,2016,TAF
Texas,TX,48,2014-07-01,2017,TAF
Texas,TX,48,2014-07-01,2018,TAF
Texas,TX,48,2014-07-01,2019,TAF
Texas,TX,48,2014-07-01,2020,TAF
Texas,TX,48,2014-07-01,2021,TAF
Texas,TX,48,2014-07-01,2022,TAF
Texas,TX,48,2014-07-01,2023,TAF
Utah,UT,49,2015-10-01,2010,MAX
Utah,UT,49,2015-10-01,2011,MAX
Utah,UT,49,2015-10-01,2012,MAX
Utah,UT,49,2015-10-01,2013,MAX
Utah,UT,49,2015-10-01,2014,MAX
Utah,UT,49,2015-10-01,2015,MAX-T
Utah,UT,49,2015-10-01,2016,TAF
Utah,UT,49,2015-10-01,2017,TAF
Utah,UT,49,2015-10-01,2018,TAF
Utah,UT,49,2015-10-01,2019,TAF
Utah,UT,49,2015-10-01,2020,TAF
Utah,UT,49,2015-10-01,2021,TAF
Utah,UT,49,2015-10-01,2022,TAF
Utah,UT,49,2015-10-01,2023,TAF
Virginia,VA,51,2014-04-01,2010,MAX
Virginia,VA,51,2014-04-01,2011,MAX
Virginia,VA,51,2014-04-01,2012,MAX
Virginia,VA,51,2014-04-01,2013,MAX-T
Virginia,VA,51,2014-04-01,2014,MAX-T
Virginia,VA,51,2014-04-01,2015,TAF
Virginia,VA,51,2014-04-01,2016,TAF
Virginia,VA,51,2014-04-01,2017,TAF
Virginia,VA,51,2014-04-01,2018,TAF
Virginia,VA,51,2014-04-01,2019,TAF
Virginia,VA,51,2014-04-01,2020,TAF
Virginia,VA,51,2014-04-01,2021,TAF
Virginia,VA,51,2014-04-01,2022,TAF
Virginia,VA,51,2014-04-01,2023,TAF
Virgin Islands,VI,78,2017-01-01,2010,N/A
Virgin Islands,VI,78,2017-01-01,2011,N/A
Virgin Islands,VI,78,2017-01-01,2012,N/A
Virgin Islands,VI,78,2017-01-01,2013,N/A
Virgin Islands,VI,78,2017-01-01,2014,N/A
Virgin Islands,VI,78,2017-01-01,2015,N/A
Virgin Islands,VI,78,2017-01-01,2016,N/A
Virgin Islands,VI,78,2017-01-01,2017,TAF
Virgin Islands,VI,78,2017-01-01,2018,TAF
Virgin Islands,VI,78,2017-01-01,2019,TAF
Virgin Islands,VI,78,2017-01-01,2020,TAF
Virgin Islands,VI,78,2017-01-01,2021,TAF
Virgin Islands,VI,78,2017-01-01,2022,TAF
Virgin Islands,VI,78,2017-01-01,2023,TAF
Vermont,VT,50,2015-10-01,2010,MAX
Vermont,VT,50,2015-10-01,2011,MAX
Vermont,VT,50,2015-10-01,2012,MAX
Vermont,VT,50,2015-10-01,2013,MAX
Vermont,VT,50,2015-10-01,2014,MAX
Vermont,VT,50,2015-10-01,2015,MAX-T
Vermont,VT,50,2015-10-01,2016,TAF
Vermont,VT,50,2015-10-01,2017,TAF
Vermont,VT,50,2015-10-01,2018,TAF
Vermont,VT,50,2015-10-01,2019,TAF
Vermont,VT,50,2015-10-01,2020,TAF
Vermont,VT,50,2015-10-01,2021,TAF
Vermont,VT,50,2015-10-01,2022,TAF
Vermont,VT,50,2015-10-01,2023,TAF
Wyoming CHIP,W4,93,2015-10-01,2010,N/A
Wyoming CHIP,W4,93,2015-10-01,2011,N/A
Wyoming CHIP,W4,93,2015-10-01,2012,N/A
Wyoming CHIP,W4,93,2015-10-01,2013,N/A
Wyoming CHIP,W4,93,2015-10-01,2014,N/A
Wyoming CHIP,W4,93,2015-10-01,2015,N/A
Wyoming CHIP,W4,93,2015-10-01,2016,N/A
Wyoming CHIP,W4,93,2015-10-01,2017,TAF
Wyoming CHIP,W4,93,2015-10-01,2018,TAF
Wyoming CHIP,W4,93,2015-10-01,2019,TAF
Wyoming CHIP,W4,93,2015-10-01,2020,TAF
Wyoming CHIP,W4,93,2015-10-01,2021,TAF
Wyoming CHIP,W4,93,2015-10-01,2022,TAF
Wyoming CHIP,W4,93,2015-10-01,2023,TAF
Washington,WA,53,2015-01-01,2010,MAX
Washington,WA,53,2015-01-01,2011,MAX
Washington,WA,53,2015-01-01,2012,MAX
Washington,WA,53,2015-01-01,2013,MAX
Washington,WA,53,2015-01-01,2014,MAX-T
Washington,WA,53,2015-01-01,2015,TAF
Washington,WA,53,2015-01-01,2016,TAF
Washington,WA,53,2015-01-01,2017,TAF
Washington,WA,53,2015-01-01,2018,TAF
Washington,WA,53,2015-01-01,2019,TAF
Washington,WA,53,2015-01-01,2020,TAF
Washington,WA,53,2015-01-01,2021,TAF
Washington,WA,53,2015-01-01,2022,TAF
Washington,WA,53,2015-01-01,2023,TAF
Wisconsin,WI,55,2014-01-01,2010,MAX
Wisconsin,WI,55,2014-01-01,2011,MAX
Wisconsin,WI,55,2014-01-01,2012,MAX
Wisconsin,WI,55,2014-01-01,2013,MAX-T
Wisconsin,WI,55,2014-01-01,2014,TAF
Wisconsin,WI,55,2014-01-01,2015,TAF
Wisconsin,WI,55,2014-01-01,2016,TAF
Wisconsin,WI,55,2014-01-01,2017,TAF
Wisconsin,WI,55,2014-01-01,2018,TAF
Wisconsin,WI,55,2014-01-01,2019,TAF
Wisconsin,WI,55,2014-01-01,2020,TAF
Wisconsin,WI,55,2014-01-01,2021,TAF
Wisconsin,WI,55,2014-01-01,2022,TAF
Wisconsin,WI,55,2014-01-01,2023,TAF
West Virginia,WV,54,2015-10-01,2010,MAX
West Virginia,WV,54,2015-10-01,2011,MAX
West Virginia,WV,54,2015-10-01,2012,MAX
West Virginia,WV,54,2015-10-01,2013,MAX
West Virginia,WV,54,2015-10-01,2014,MAX
West Virginia,WV,54,2015-10-01,2015,MAX-T
West Virginia,WV,54,2015-10-01,2016,TAF
West Virginia,WV,54,2015-10-01,2017,TAF
West Virginia,WV,54,2015-10-01,2018,TAF
West Virginia,WV,54,2015-10-01,2019,TAF
West Virginia,WV,54,2015-10-01,2020,TAF
West Virginia,WV,54,2015-10-01,2021,TAF
West Virginia,WV,54,2015-10-01,2022,TAF
West Virginia,WV,54,2015-10-01,2023,TAF
Wyoming,WY,56,2015-10-01,2010,MAX
Wyoming,WY,56,2015-10-01,2011,MAX
Wyoming,WY,56,2015-10-01,2012,MAX
Wyoming,WY,56,2015-10-01,2013,MAX
Wyoming,WY,56,2015-10-01,2014,MAX
Wyoming,WY,56,2015-10-01,2015,MAX-T
Wyoming,WY,56,2015-10-01,2016,TAF
Wyoming,WY,56,2015-10-01,2017,TAF
Wyoming,WY,56,2015-10-01,2018,TAF
Wyoming,WY,56,2015-10-01,2019,TAF
Wyoming,WY,56,2015-10-01,2020,TAF
Wyoming,WY,56,2015-10-01,2021,TAF
Wyoming,WY,56,2015-10-01,2022,TAF
Wyoming,WY,56,2015-10-01,2023,TAF
